Rep,N,Crate,Model,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,nu
8,25,0.0,MSLC,2.00999784408424,2.65413086410045,3.52242800003612,4.47752713425823,3.02079527702804,2.69869015211612,0.770556050686108,0.535408539233888,0.974540915879145,5.15821876653479,4
9,25,0.0,MVN,0.760837132173045,2.05104132216983,2.71572899163624,15.4868502495896,8.86597475437767,6.96705286527011,5.67804879974877,4.26575342989891,4.26377519186135,0.0,4
9,25,0.0,MVT,0.797034798030329,2.06115981103421,2.73594336396202,14.0577746267445,8.14428726617997,6.51236429390566,5.18656314596808,4.0000916991152,4.01184414663342,30.7978027136761,4
9,25,0.0,MSL,0.76587436775151,2.05262034558029,2.71848726699537,14.1648348092966,8.12033369495052,6.39352222605969,5.19769434125652,3.91593059066887,3.91554111228802,25.4246505575691,4
9,25,0.0,MVNC,0.760837132173045,2.05104132216983,2.71572899163624,15.4868502495896,8.86597475437767,6.96705286527011,5.67804879974877,4.26575342989891,4.26377519186136,0.0,4
9,25,0.0,MVTC,0.797034798187356,2.06115981107757,2.73594336404791,14.0577746196488,8.14428726254635,6.51236429156559,5.18656314349158,4.00009169774146,4.01184414533137,30.7978025102864,4
9,25,0.0,MSLC,0.895270086456555,2.0971672553934,2.79547928192059,6.46879496268389,3.92067758918457,3.31002136849816,2.43591778888921,2.05248449231678,2.08070039715966,2.70661029626332,4
10,25,0.0,MVN,0.577284923208747,1.47939989679269,2.5970450385222,7.05570021141505,5.31374839111962,5.40090539962054,2.20870743255212,2.02930324965206,1.30392933410077,0.0,4
10,25,0.0,MVT,0.411168794658283,1.39576748423972,2.57826163870924,5.98244839672286,4.58108587332926,4.83187417703584,1.85483089473199,1.74911067905813,1.12946704409405,20.1734241707545,4
10,25,0.0,MSL,0.420235082575467,1.39482167260694,2.56902795420927,4.5882444055269,3.54547339992954,3.7812437815516,1.41793834447182,1.35996117643622,0.879776044362685,6.65448902054358,4
10,25,0.0,MVNC,0.577284923208747,1.47939989679269,2.5970450385222,7.05570021141505,5.31374839111962,5.40090539962054,2.20870743255212,2.02930324965206,1.30392933410077,0.0,4
10,25,0.0,MVTC,0.411168794480766,1.39576748415099,2.57826163869365,5.98244839559822,4.58108587253935,4.83187417639091,1.85483089436768,1.74911067875581,1.12946704390705,20.1734241289113,4
10,25,0.0,MSLC,0.477483833631543,1.42590816281824,2.57900179753743,5.17881068846589,3.9615075823964,4.14621094709723,1.60815507467356,1.51665564969386,0.978388423386443,8.67808894117312,4
11,25,0.0,MVN,1.44914353634021,2.4579058322756,3.2567264044553,4.55666253719989,4.9560473947065,6.96939564449103,1.98734549016749,2.89922153009243,2.46606208338382,0.0,4
11,25,0.0,MVT,1.34438547492685,2.35225508298131,3.30723935096836,3.51130966356087,3.85394761866041,5.52475571384695,1.67347125634836,2.3685246884443,1.84259875786367,7.56269767140646,4
11,25,0.0,MSL,1.34643672822541,2.35383132204414,3.32130840073494,2.50038331658371,2.74418708017962,3.95398055439095,1.20380450698154,1.69646269538387,1.27575665933474,3.89130330380526,4
11,25,0.0,MVNC,1.44914353634021,2.4579058322756,3.2567264044553,4.55666253719989,4.9560473947065,6.96939564449103,1.98734549016749,2.89922153009243,2.46606208338383,0.0,4
11,25,0.0,MVTC,1.34438547493024,2.35225508298512,3.30723935096799,3.51130966360983,3.85394761871322,5.52475571392079,1.67347125636759,2.36852468847319,1.84259875789006,7.56269764732452,4
11,25,0.0,MSLC,1.35364156375063,2.36336259147499,3.31957543441062,2.65921137233412,2.91698897966423,4.19450031107134,1.27350229915671,1.79602368851108,1.3553970246617,4.43965882907812,4
12,25,0.0,MVN,1.40921524217369,2.41562331674379,2.93629361715344,3.09924726232877,2.5374941738199,3.87971527826137,1.40404664394455,2.68299465803162,3.29987784525808,0.0,4
12,25,0.0,MVT,1.40921373223179,2.41562176869119,2.93629330349621,3.09924045236495,2.53748695451948,3.879700368976,1.40404353661165,2.68298751510056,3.29987380504539,544233.060305976,4
12,25,0.0,MSL,1.40869895261408,2.41507704822917,2.93617119331332,2.99000436688675,2.44748012642267,3.74077693486093,1.35454277346052,2.58797728862272,3.18461487354872,55.8586780048943,4
12,25,0.0,MVNC,1.40921524217369,2.41562331674379,2.93629361715344,3.09924726232877,2.5374941738199,3.87971527826137,1.40404664394455,2.68299465803162,3.29987784525808,0.0,4
12,25,0.0,MVTC,1.40918485589796,2.41559216341645,2.93628730528998,3.09911020934723,2.53734888672503,3.87941523751399,1.40398411176223,2.68285091106253,3.29979653647341,27042.6800090809,4
12,25,0.0,MSLC,1.37987799763652,2.38116126643792,2.92644354192577,2.26670056917016,1.8265341416655,2.73003592153803,1.02738354385256,1.9397798815544,2.46320383945837,6.11500487323237,4
13,25,0.0,MVN,2.12235241251088,2.38926494104327,3.21812901439377,4.19884627394622,2.67898331682139,2.9760585921489,1.3064560258404,1.67963296385293,2.11425247206086,0.0,4
13,25,0.0,MVT,2.12193056168021,2.38816734551664,3.21765128026926,4.19562898086441,2.6768390951568,2.97303387610909,1.30514925094433,1.67774129393338,2.11174459318568,1410.42821354851,4
13,25,0.0,MSL,2.12183479168483,2.38789500849416,3.21754227589259,4.02427600659099,2.56749971419844,2.85143049791592,1.2517792693436,1.60908871429779,2.02529533689424,47.1088594754393,4
13,25,0.0,MVNC,2.12235241251088,2.38926494104327,3.21812901439377,4.19884627394621,2.67898331682139,2.9760585921489,1.3064560258404,1.67963296385294,2.11425247206086,0.0,4
13,25,0.0,MVTC,2.12193056611376,2.38816735704456,3.21765128528885,4.19562901470957,2.67683911772253,2.97303390792552,1.30514926469608,1.67774131383288,2.11174461954762,1410.44304664632,4
13,25,0.0,MSLC,2.11462846425166,2.36826972100723,3.20936956688089,3.51842003979871,2.24339747202972,2.48121742348911,1.08980341210007,1.39784122133943,1.75759286845384,11.117111779448,4
14,25,0.0,MVN,1.17603544713585,2.04829992737425,3.1058622577727,8.72077754110402,6.10692877034931,7.60631026328268,2.82708865311917,3.75631684454705,2.90222854232565,0.0,4
14,25,0.0,MVT,1.09364001975598,1.993899206151,3.0294093591689,7.93750908103142,5.64075756255642,7.08170851974672,2.58422787689259,3.32690143018291,2.38509161045913,15.525385867733,4
14,25,0.0,MSL,1.10585343822027,1.98653175311677,3.00061495715372,5.72383360296392,4.05872188540725,5.06962291316733,1.87029513516914,2.33549539668023,1.60108180601234,4.8340756970738,4
14,25,0.0,MVNC,1.17603544713585,2.04829992737425,3.1058622577727,8.72077754110402,6.10692877034931,7.60631026328268,2.82708865311917,3.75631684454705,2.90222854232565,0.0,4
