Rep,N,Crate,Model,Squared_Error1,Squared_Error2,Squared_Error3,Squared_Error4,Squared_Error5,Squared_Error6,Squared_Error7,Squared_Error8,Squared_Error9,Squared_Error10,MSE,nu
7,25,0.0,MVT,0.0355941585116509,0.113324567787925,0.129962783669256,44.7803304568696,11.8545592028737,6.07448281338812,2.04287788599501,0.983059914725122,0.0038222113685678,15416506601.9694,7.33533488835434,4
7,25,0.0,MSL,0.0359491500141335,0.11340891671483,0.129896318669589,40.3401032998148,10.5522250485133,5.28955460471833,1.79690212231485,0.839097136635214,0.0002092019351582,3733.00735371017,6.56637175548113,4
7,25,0.0,MVNC,0.0355878180854475,0.113322865580333,0.129963915470242,44.7820781357636,11.854907105912,6.07466334806248,2.04296061547981,0.983106147018072,0.003824139826153,0.0,7.33560156568868,4
7,25,0.0,MVTC,0.0355899603683126,0.113323440713592,0.129963533037415,44.7814876149378,11.8547895536262,6.07460234736503,2.0429326620352,0.983090525534152,0.0038234881674706,135039827565.011,7.33551145842058,4
7,25,0.0,MSLC,0.0831094973407152,0.119875553350909,0.123208026469263,9.58960315321228,2.21815063388458,0.697166194291389,0.269758190474053,0.0494217148035447,0.178734294624585,1.02725627395152,1.48100302871681,4
8,25,0.0,MVN,1.19835340624595,0.430878946710032,0.185343577661043,4.05682753988712,1.985139784298,1.28329004443609,0.189350532006873,0.203496555572053,0.0615131674441192,0.0,1.06602150602903,4
8,25,0.0,MVT,1.01243327578227,0.392239587711717,0.272662277903365,2.03200671964291,0.861399759606649,0.248344131087345,0.277556116494508,0.645504301231075,0.0281682172301811,48.5486835129397,0.641146042965557,4
8,25,0.0,MSL,0.996540360036879,0.42083692624125,0.279725552797722,0.0460618865711224,0.0140935903554604,0.193080925480776,0.586311916593693,1.01703849161107,0.339570340622411,0.256467014252693,0.432584443367821,4
8,25,0.0,MVNC,1.19835340624595,0.430878946710032,0.185343577661043,4.05682753988712,1.985139784298,1.28329004443609,0.189350532006873,0.203496555572055,0.0615131674441187,0.0,1.06602150602903,4
8,25,0.0,MVTC,1.01243327587966,0.392239587745359,0.272662277864632,2.03200672075368,0.861399760217985,0.248344131473883,0.277556116410998,0.645504300950471,0.0281682171660474,48.5486835593701,0.641146043162524,4
8,25,0.0,MSLC,1.02009564505482,0.427887187368796,0.272931015221744,0.0005050296946474,0.0004324435466727,0.0907876244318081,0.532088475190648,0.930436686182902,0.276107249085128,1.34147071115338,0.394585706197463,4
9,25,0.0,MVN,0.0571988773472136,0.0026052165688445,0.0808100061961463,120.710878406908,34.4096598189962,15.7375084358478,17.4560917730821,7.64939203499757,7.63845331114827,0.0,22.6380664312324,4
9,25,0.0,MVT,0.0411948732105892,0.0037405224857402,0.069725907035692,91.3510558156409,26.4636914769813,12.3367029331034,13.59074782921,6.25045850398474,6.30936101697655,718.122230281105,17.3796309865143,4
9,25,0.0,MSL,0.054814811675755,0.0027689007689887,0.0792494188437336,93.4090318909913,26.2178171476456,11.5159930987611,13.6729434413605,5.83672061892961,5.83483886515362,459.015651513945,17.4026864660145,4
9,25,0.0,MVNC,0.0571988773472136,0.0026052165688445,0.0808100061961463,120.710878406908,34.4096598189961,15.7375084358478,17.4560917730821,7.64939203499757,7.63845331114827,0.0,22.6380664312324,4
9,25,0.0,MVTC,0.0411948731468472,0.0037405224910434,0.0697259069903335,91.3510556800019,26.4636914395967,12.336702916665,13.5907478109505,6.25045849711576,6.30936101043549,718.122219380314,17.3796309619326,4
9,25,0.0,MSLC,0.0109683547908174,0.0094414755206866,0.0418287241237181,3.87615360508946,0.847647223226716,0.0961132489254691,0.875942107559267,0.30523911425053,0.337212951261388,1.67285692573207,0.711171867194228,4
10,25,0.0,MVN,0.178688036146635,0.271024467459466,0.162372700979579,6.53160357062695,5.35343161740861,5.76434673792705,0.502266224954616,0.28016193009223,0.0384437060261672,0.0,2.12025988795792,4
10,25,0.0,MVT,0.346722188384179,0.365096933102002,0.177863245384219,2.19765324894617,2.49983253884136,3.35576300049073,0.125904963856307,0.062056130420801,0.137294671412397,261.579649407145,1.0297985467598,4
10,25,0.0,MSL,0.336127359476276,0.366240807946266,0.185736904253044,0.0077870751067963,0.297541230030693,0.610341846213047,0.0067341153080251,0.0196108721051281,0.384677755146398,7.04631196018641,0.246088662842853,4
10,25,0.0,MVNC,0.178688036146635,0.271024467459466,0.162372700979579,6.53160357062694,5.35343161740861,5.76434673792705,0.502266224954616,0.28016193009223,0.0384437060261678,0.0,2.12025988795792,4
10,25,0.0,MVTC,0.346722188593234,0.365096933209221,0.177863245397363,2.19765324561173,2.49983253634353,3.35576299812789,0.125904963597771,0.0620561302701804,0.137294671550981,261.57964805365,1.02979854585577,4
10,25,0.0,MSLC,0.273023144116389,0.329581437518724,0.177239486476715,0.460783950775539,0.924496831005764,1.31379953524553,0.0116975201776434,0.0002774106667245,0.27207863685728,21.8845161415263,0.418108661426701,4
11,25,0.0,MVN,0.201729916236187,0.20967775123201,0.0659084467445465,0.0032106431219292,3.82612141033809,15.7561017825044,0.23750562678659,1.9578208902742,0.933275948951896,0.0,2.5768169351322,4
11,25,0.0,MVT,0.118601355340591,0.124083643486168,0.0943960187834606,0.977508581368128,0.729226535415788,6.37439141460281,0.030092276779077,0.75433513443726,0.117373908889729,12.692814697845,1.03555654101145,4
