Rep,N,Crate,Model,MSE_R,MSE_C,nu
75,200,0.05,MSLR,2.96077548120186,,4
75,200,0.05,MVNCR,2.96012404902966,0.802332741342728,4
75,200,0.05,MVTCR,2.96238685875815,0.635915486759829,4
75,200,0.05,MSLCR,2.96449612435467,1.19879938175948,4
76,200,0.05,MVNR,3.23573637897857,,4
76,200,0.05,MVTR,3.23556581412562,,4
76,200,0.05,MSLR,3.23522649144681,,4
76,200,0.05,MVNCR,3.23439552159123,0.758468990221699,4
76,200,0.05,MVTCR,3.23794729289944,0.639378727418587,4
76,200,0.05,MSLCR,3.24143097743451,1.62502734812803,4
77,200,0.05,MVNR,3.08909475526157,,4
77,200,0.05,MVTR,3.08739890611922,,4
77,200,0.05,MSLR,3.08739978689744,,4
77,200,0.05,MVNCR,3.08741020166557,0.596648273567763,4
77,200,0.05,MVTCR,3.08742702731708,0.684571779455343,4
77,200,0.05,MSLCR,3.09109934310107,1.36045439496192,4
78,200,0.05,MVNR,2.96085201466156,,4
78,200,0.05,MVTR,2.95924202761432,,4
78,200,0.05,MSLR,2.95891433863523,,4
78,200,0.05,MVNCR,2.95810910488442,1.54791431258886,4
78,200,0.05,MVTCR,2.95968827159882,1.26992386702479,4
78,200,0.05,MSLCR,2.9598377710289,1.92310667841059,4
79,200,0.05,MVNR,3.46609952455846,,4
79,200,0.05,MVTR,3.46765526178141,,4
79,200,0.05,MSLR,3.46795235846018,,4
79,200,0.05,MVNCR,3.4625609016059,2.21758978664036,4
79,200,0.05,MVTCR,3.4692392694965,1.44507979053292,4
79,200,0.05,MSLCR,3.46221516565398,2.71710136979465,4
80,200,0.05,MVNR,4.2600119198761,,4
80,200,0.05,MVTR,4.25701206851688,,4
80,200,0.05,MSLR,4.2565525372949,,4
80,200,0.05,MVNCR,4.25590450667073,9.87162681702177,4
80,200,0.05,MVTCR,4.25981848039858,7.94013746659866,4
80,200,0.05,MSLCR,4.25684608558435,10.5604290795878,4
81,200,0.05,MVNR,3.02861129647237,,4
81,200,0.05,MVTR,3.02736289207968,,4
81,200,0.05,MSLR,3.02722011055585,,4
81,200,0.05,MVNCR,3.02606078582195,1.38009407874627,4
81,200,0.05,MVTCR,3.02633948155365,1.25577330565599,4
81,200,0.05,MSLCR,3.02656475307677,1.40967008245692,4
82,200,0.05,MVNR,2.61603631248861,,4
82,200,0.05,MVTR,2.61603631337267,,4
82,200,0.05,MSLR,2.61602748329004,,4
82,200,0.05,MVNCR,2.61468551398313,0.728885527137481,4
82,200,0.05,MVTCR,2.61437024169453,0.655232749865458,4
82,200,0.05,MSLCR,2.61859285399216,1.33301283672432,4
83,200,0.05,MVNR,3.06037747978097,,4
83,200,0.05,MVTR,3.05905334210296,,4
83,200,0.05,MSLR,3.05898806292826,,4
83,200,0.05,MVNCR,3.05887584652988,0.920654598075388,4
83,200,0.05,MVTCR,3.05911690382556,0.748462863586489,4
83,200,0.05,MSLCR,3.06325685309034,1.55020892041797,4
84,200,0.05,MVNR,3.28702673008448,,4
84,200,0.05,MVTR,3.28281336224593,,4
84,200,0.05,MSLR,3.28292853348188,,4
84,200,0.05,MVNCR,3.28321526006919,2.72045744451322,4
84,200,0.05,MVTCR,3.28323771653361,2.30629927957229,4
84,200,0.05,MSLCR,3.28249153334126,3.0322103029028,4
85,200,0.05,MVNR,2.96660972791107,,4
85,200,0.05,MVTR,2.96439913846856,,4
85,200,0.05,MSLR,2.96437260687985,,4
85,200,0.05,MVNCR,2.96439570714008,0.980883359236727,4
85,200,0.05,MVTCR,2.96656070549478,0.92792409261545,4
85,200,0.05,MSLCR,2.96789517786398,1.26332872512685,4
86,200,0.05,MVNR,3.12969338144693,,4
86,200,0.05,MVTR,3.12729387171617,,4
86,200,0.05,MSLR,3.12748331106681,,4
86,200,0.05,MVNCR,3.12725114422941,1.16891406223741,4
86,200,0.05,MVTCR,3.12770259681151,0.825617532048429,4
86,200,0.05,MSLCR,3.12883980995312,1.71051113174158,4
87,200,0.05,MVNR,3.60357363894717,,4
87,200,0.05,MVTR,3.60132173203812,,4
87,200,0.05,MSLR,3.60106301409985,,4
87,200,0.05,MVNCR,3.59999121956254,3.90669785648161,4
87,200,0.05,MVTCR,3.60260357082494,2.05668094078784,4
87,200,0.05,MSLCR,3.59942184208519,4.53926920107724,4
88,200,0.05,MVNR,2.99503039833733,,4
88,200,0.05,MVTR,2.9931941553495,,4
88,200,0.05,MSLR,2.99292904713483,,4
88,200,0.05,MVNCR,2.99286415788641,0.67147981021081,4
88,200,0.05,MVTCR,2.99599329396187,0.720006973659445,4
88,200,0.05,MSLCR,2.9975476924791,0.942001175012922,4
89,200,0.05,MVNR,3.28720572502066,,4
89,200,0.05,MVTR,3.28595883088529,,4
89,200,0.05,MSLR,3.28616301623896,,4
89,200,0.05,MVNCR,3.28552589294774,1.30140739971134,4
89,200,0.05,MVTCR,3.28600168445381,1.09919286649552,4
89,200,0.05,MSLCR,3.29081780039899,1.84604187433163,4
90,200,0.05,MVNR,3.58144028123723,,4
90,200,0.05,MVTR,3.57752069563737,,4
90,200,0.05,MSLR,3.57736043874082,,4
90,200,0.05,MVNCR,3.57698411389763,1.22782125743279,4
90,200,0.05,MVTCR,3.57873419321453,0.976331103339603,4
90,200,0.05,MSLCR,3.58587724855573,1.90019269248786,4
91,200,0.05,MVNR,2.99741969093372,,4
91,200,0.05,MVTR,2.99612093740966,,4
91,200,0.05,MSLR,2.99606836926166,,4
91,200,0.05,MVNCR,2.995550632325,1.27581173051808,4
91,200,0.05,MVTCR,2.99634816631002,1.14967140012038,4
91,200,0.05,MSLCR,2.99796292769024,1.65588727543347,4
92,200,0.05,MVNR,2.92869434992135,,4
92,200,0.05,MVTR,2.92741814103103,,4
92,200,0.05,MSLR,2.92730038434328,,4
92,200,0.05,MVNCR,2.92684461912369,0.859605527070184,4
92,200,0.05,MVTCR,2.92997217914883,0.86203803887526,4
92,200,0.05,MSLCR,2.9346764144415,1.30831787939118,4
93,200,0.05,MVNR,2.92647587878406,,4
93,200,0.05,MVTR,2.92487257620568,,4
93,200,0.05,MSLR,2.92492427429085,,4
93,200,0.05,MVNCR,2.92509146626816,1.7498302816189,4
93,200,0.05,MVTCR,2.92593002336635,1.5790237363558,4
93,200,0.05,MSLCR,2.93262489414574,2.6205216810483,4
94,200,0.05,MVNR,3.04720238893003,,4
94,200,0.05,MVTR,3.04533349522687,,4
94,200,0.05,MSLR,3.04542205955939,,4
94,200,0.05,MVNCR,3.04503373396285,1.29429419520369,4
94,200,0.05,MVTCR,3.04530523314615,1.14056955671832,4
94,200,0.05,MSLCR,3.04638595468217,1.41987691459667,4
95,200,0.05,MVNR,3.33016279674946,,4
95,200,0.05,MVTR,3.32875812021551,,4
95,200,0.05,MSLR,3.32756774269105,,4
95,200,0.05,MVNCR,3.32672836602187,3.48217197204043,4
95,200,0.05,MVTCR,3.33125771933294,2.02193725393169,4
95,200,0.05,MSLCR,3.32609211417599,3.89627073119099,4
96,200,0.05,MVNR,2.99494322409421,,4
96,200,0.05,MVTR,2.9925128169448,,4
96,200,0.05,MSLR,2.99262917666143,,4
96,200,0.05,MVNCR,2.99260067913876,0.946440285207968,4
96,200,0.05,MVTCR,2.99216766088074,0.855997622307063,4
96,200,0.05,MSLCR,2.99343241862385,1.11872121263305,4
97,200,0.05,MVNR,3.24991716283904,,4
97,200,0.05,MVTR,3.24771882703102,,4
97,200,0.05,MSLR,3.24730597605926,,4
97,200,0.05,MVNCR,3.24683221905417,2.24511282087483,4
97,200,0.05,MVTCR,3.24954727780525,1.94291232455012,4
97,200,0.05,MSLCR,3.24668011323716,2.89732490097022,4
98,200,0.05,MVNR,2.91602715817991,,4
98,200,0.05,MVTR,2.91438047531992,,4
98,200,0.05,MSLR,2.91433938105652,,4
98,200,0.05,MVNCR,2.91432738624869,0.653024484796955,4
98,200,0.05,MVTCR,2.91457846779108,0.651200197843326,4
98,200,0.05,MSLCR,2.91760246825275,1.1345017167449,4
99,200,0.05,MVNR,2.88387193678514,,4
99,200,0.05,MVTR,2.88266442979279,,4
99,200,0.05,MSLR,2.88271764418876,,4
99,200,0.05,MVNCR,2.8817416502517,1.55990312015436,4
99,200,0.05,MVTCR,2.88233830785821,1.45334250255247,4
99,200,0.05,MSLCR,2.88413112305689,1.98580658276394,4
100,200,0.05,MVNR,3.25047809661436,,4
100,200,0.05,MVTR,3.24785985873934,,4
100,200,0.05,MSLR,3.24781754520375,,4
100,200,0.05,MVNCR,3.24841608634507,2.15011412310406,4
100,200,0.05,MVTCR,3.24770343616533,1.93485051438076,4
100,200,0.05,MSLCR,3.25049726711767,2.97701468699062,4
1,200,0.0,MVNR,1.99593661772041,,10
1,200,0.0,MVTR,1.99601072231185,,10
1,200,0.0,MSLR,1.99605723406494,,10
1,200,0.0,MVNCR,1.99593661772041,,10
1,200,0.0,MVTCR,1.99601072231238,,10
1,200,0.0,MSLCR,1.99605455080501,,10
2,200,0.0,MVNR,1.90956562529213,,10
2,200,0.0,MVTR,1.9093955291778,,10
2,200,0.0,MSLR,1.90940392860154,,10
2,200,0.0,MVNCR,1.90956562529213,,10
2,200,0.0,MVTCR,1.90939552917784,,10
2,200,0.0,MSLCR,1.90946831782825,,10
3,200,0.0,MVNR,2.06831635807637,,10
3,200,0.0,MVTR,2.06831718514683,,10
3,200,0.0,MSLR,2.06832376373451,,10
3,200,0.0,MVNCR,2.06831635807637,,10
3,200,0.0,MVTCR,2.06831718521448,,10
3,200,0.0,MSLCR,2.06846074187542,,10
4,200,0.0,MVNR,2.12981745496457,,10
4,200,0.0,MVTR,2.12983107180336,,10
4,200,0.0,MSLR,2.12982257076601,,10
4,200,0.0,MVNCR,2.12981745496457,,10
4,200,0.0,MVTCR,2.12983107180039,,10
4,200,0.0,MSLCR,2.12989747848427,,10
5,200,0.0,MVNR,1.74909640584063,,10
5,200,0.0,MVTR,1.74909640575581,,10
5,200,0.0,MSLR,1.74909660329908,,10
5,200,0.0,MVNCR,1.74909640584063,,10
5,200,0.0,MVTCR,1.74909640224673,,10
5,200,0.0,MSLCR,1.74909902031738,,10
6,200,0.0,MVNR,1.89402658428748,,10
6,200,0.0,MVTR,1.8942802713998,,10
6,200,0.0,MSLR,1.89441875664017,,10
6,200,0.0,MVNCR,1.89402658428748,,10
6,200,0.0,MVTCR,1.89428027140011,,10
6,200,0.0,MSLCR,1.89413051217439,,10
7,200,0.0,MVNR,1.80524940767158,,10
7,200,0.0,MVTR,1.80522149010769,,10
7,200,0.0,MSLR,1.80523511818283,,10
7,200,0.0,MVNCR,1.80524940767158,,10
7,200,0.0,MVTCR,1.80522149010777,,10
7,200,0.0,MSLCR,1.80523515505713,,10
8,200,0.0,MVNR,1.84429089237448,,10
8,200,0.0,MVTR,1.84426790211467,,10
8,200,0.0,MSLR,1.84427331355866,,10
8,200,0.0,MVNCR,1.84429089237448,,10
8,200,0.0,MVTCR,1.84426790211448,,10
8,200,0.0,MSLCR,1.84427206924354,,10
9,200,0.0,MVNR,1.82009520331335,,10
9,200,0.0,MVTR,1.82010409877415,,10
9,200,0.0,MSLR,1.82010828901816,,10
9,200,0.0,MVNCR,1.82009520331335,,10
9,200,0.0,MVTCR,1.82010409876929,,10
9,200,0.0,MSLCR,1.82010684713889,,10
10,200,0.0,MVNR,2.00525965048425,,10
10,200,0.0,MVTR,2.00525116723451,,10
10,200,0.0,MSLR,2.00525360230876,,10
10,200,0.0,MVNCR,2.00525965048425,,10
10,200,0.0,MVTCR,2.00525116723444,,10
10,200,0.0,MSLCR,2.00525378778594,,10
11,200,0.0,MVNR,2.23747083025501,,10
11,200,0.0,MVTR,2.23742850526402,,10
11,200,0.0,MSLR,2.23743114391548,,10
11,200,0.0,MVNCR,2.23747083025501,,10
11,200,0.0,MVTCR,2.23742850526427,,10
11,200,0.0,MSLCR,2.23746176484803,,10
12,200,0.0,MVNR,2.19003198582492,,10
12,200,0.0,MVTR,2.1900408708779,,10
12,200,0.0,MSLR,2.19003475058318,,10
12,200,0.0,MVNCR,2.19003198582492,,10
12,200,0.0,MVTCR,2.19004023753485,,10
12,200,0.0,MSLCR,2.19007344232303,,10
13,200,0.0,MVNR,1.92913449299401,,10
13,200,0.0,MVTR,1.92913448105448,,10
13,200,0.0,MSLR,1.92913362038181,,10
13,200,0.0,MVNCR,1.92913449299401,,10
13,200,0.0,MVTCR,1.92913448554911,,10
13,200,0.0,MSLCR,1.92913867029516,,10
14,200,0.0,MVNR,2.13946455255676,,10
14,200,0.0,MVTR,2.1394322113514,,10
14,200,0.0,MSLR,2.13939441527337,,10
14,200,0.0,MVNCR,2.13946455255676,,10
14,200,0.0,MVTCR,2.13943221135219,,10
14,200,0.0,MSLCR,2.13938227742276,,10
15,200,0.0,MVNR,1.90349671944332,,10
15,200,0.0,MVTR,1.90349715380197,,10
15,200,0.0,MSLR,1.90349578180703,,10
15,200,0.0,MVNCR,1.90349671944332,,10
15,200,0.0,MVTCR,1.90349711517325,,10
15,200,0.0,MSLCR,1.90346432182005,,10
16,200,0.0,MVNR,1.88074513868575,,10
16,200,0.0,MVTR,1.88074520476994,,10
16,200,0.0,MSLR,1.88074607249834,,10
16,200,0.0,MVNCR,1.88074513868575,,10
16,200,0.0,MVTCR,1.8807586978098,,10
16,200,0.0,MSLCR,1.88077595797383,,10
17,200,0.0,MVNR,2.4176065407589,,10
17,200,0.0,MVTR,2.41772093293972,,10
17,200,0.0,MSLR,2.41770066950564,,10
17,200,0.0,MVNCR,2.4176065407589,,10
17,200,0.0,MVTCR,2.41772093293981,,10
17,200,0.0,MSLCR,2.41794379974566,,10
18,200,0.0,MVNR,2.05800574040305,,10
18,200,0.0,MVTR,2.05806045233744,,10
18,200,0.0,MSLR,2.05806526297943,,10
18,200,0.0,MVNCR,2.05800574040305,,10
18,200,0.0,MVTCR,2.05806045233752,,10
18,200,0.0,MSLCR,2.05809930222279,,10
19,200,0.0,MVNR,2.00423500935827,,10
19,200,0.0,MVTR,2.00465347453275,,10
19,200,0.0,MSLR,2.00452292366344,,10
19,200,0.0,MVNCR,2.00423500935827,,10
19,200,0.0,MVTCR,2.00465347453375,,10
19,200,0.0,MSLCR,2.00441563535355,,10
20,200,0.0,MVNR,1.80890076793817,,10
20,200,0.0,MVTR,1.80893494019147,,10
20,200,0.0,MSLR,1.80892809693237,,10
20,200,0.0,MVNCR,1.80890076793817,,10
20,200,0.0,MVTCR,1.80893494019217,,10
20,200,0.0,MSLCR,1.80894874658555,,10
21,200,0.0,MVNR,2.03833125918738,,10
21,200,0.0,MVTR,2.03832499322952,,10
21,200,0.0,MSLR,2.03832661701273,,10
21,200,0.0,MVNCR,2.03833125918738,,10
21,200,0.0,MVTCR,2.03832476106187,,10
21,200,0.0,MSLCR,2.03833890632271,,10
22,200,0.0,MVNR,1.86709279484458,,10
22,200,0.0,MVTR,1.86713966561977,,10
22,200,0.0,MSLR,1.86701695542363,,10
22,200,0.0,MVNCR,1.86709279484458,,10
22,200,0.0,MVTCR,1.86713966562026,,10
22,200,0.0,MSLCR,1.86701952665475,,10
23,200,0.0,MVNR,1.96334001243404,,10
23,200,0.0,MVTR,1.96351156017059,,10
23,200,0.0,MSLR,1.9636391976129,,10
23,200,0.0,MVNCR,1.96334001243404,,10
23,200,0.0,MVTCR,1.96351156017203,,10
23,200,0.0,MSLCR,1.96356477178791,,10
24,200,0.0,MVNR,2.01635470903075,,10
24,200,0.0,MVTR,2.016320996586,,10
24,200,0.0,MSLR,2.01628882720621,,10
24,200,0.0,MVNCR,2.01635470903075,,10
24,200,0.0,MVTCR,2.01632099658637,,10
24,200,0.0,MSLCR,2.01628350872035,,10
25,200,0.0,MVNR,1.95326549293825,,10
25,200,0.0,MVTR,1.9532733413771,,10
25,200,0.0,MSLR,1.9533845930486,,10
25,200,0.0,MVNCR,1.95326549293825,,10
25,200,0.0,MVTCR,1.95327334137715,,10
25,200,0.0,MSLCR,1.9533580721876,,10
26,200,0.0,MVNR,1.86223163363487,,10
26,200,0.0,MVTR,1.86223164470007,,10
26,200,0.0,MSLR,1.86223198755499,,10
26,200,0.0,MVNCR,1.86223163363487,,10
26,200,0.0,MVTCR,1.8622316497667,,10
26,200,0.0,MSLCR,1.86223879367634,,10
27,200,0.0,MVNR,2.08854757579199,,10
27,200,0.0,MVTR,2.08873071070683,,10
27,200,0.0,MSLR,2.08872503793324,,10
27,200,0.0,MVNCR,2.08854757579199,,10
27,200,0.0,MVTCR,2.08873071070713,,10
27,200,0.0,MSLCR,2.08869096422216,,10
28,200,0.0,MVNR,2.13379230781038,,10
28,200,0.0,MVTR,2.13383083611721,,10
28,200,0.0,MSLR,2.13380316407329,,10
28,200,0.0,MVNCR,2.13379230781038,,10
28,200,0.0,MVTCR,2.13383083611763,,10
28,200,0.0,MSLCR,2.13381934928555,,10
29,200,0.0,MVNR,1.8871915565825,,10
29,200,0.0,MVTR,1.88720119529605,,10
29,200,0.0,MSLR,1.88720113864678,,10
29,200,0.0,MVNCR,1.8871915565825,,10
29,200,0.0,MVTCR,1.88720119529584,,10
29,200,0.0,MSLCR,1.88720728797222,,10
30,200,0.0,MVNR,2.07585677054025,,10
30,200,0.0,MVTR,2.07587416665096,,10
30,200,0.0,MSLR,2.07583592149177,,10
30,200,0.0,MVNCR,2.07585677054025,,10
30,200,0.0,MVTCR,2.07587416665086,,10
30,200,0.0,MSLCR,2.0758352648184,,10
31,200,0.0,MVNR,2.01169401616445,,10
31,200,0.0,MVTR,2.01169639878344,,10
31,200,0.0,MSLR,2.01169503739735,,10
31,200,0.0,MVNCR,2.01169401616445,,10
31,200,0.0,MVTCR,2.01169639876484,,10
31,200,0.0,MSLCR,2.0117208539106,,10
32,200,0.0,MVNR,1.93371935155974,,10
32,200,0.0,MVTR,1.93372097407347,,10
32,200,0.0,MSLR,1.93372290883556,,10
32,200,0.0,MVNCR,1.93371935155974,,10
32,200,0.0,MVTCR,1.93372260237138,,10
32,200,0.0,MSLCR,1.93376634085286,,10
33,200,0.0,MVNR,1.84486148795473,,10
33,200,0.0,MVTR,1.84489078273424,,10
33,200,0.0,MSLR,1.84491290241855,,10
33,200,0.0,MVNCR,1.84486148795473,,10
33,200,0.0,MVTCR,1.84489078273414,,10
33,200,0.0,MSLCR,1.84487428160855,,10
34,200,0.0,MVNR,2.22845626548152,,10
34,200,0.0,MVTR,2.22882082951203,,10
34,200,0.0,MSLR,2.22893514363103,,10
34,200,0.0,MVNCR,2.22845626548152,,10
34,200,0.0,MVTCR,2.22882082951065,,10
34,200,0.0,MSLCR,2.22894955551401,,10
35,200,0.0,MVNR,2.10452047434374,,10
35,200,0.0,MVTR,2.10475426171978,,10
35,200,0.0,MSLR,2.10471996921359,,10
35,200,0.0,MVNCR,2.10452047434374,,10
35,200,0.0,MVTCR,2.10475426171987,,10
35,200,0.0,MSLCR,2.10469302882598,,10
36,200,0.0,MVNR,1.99303458969841,,10
36,200,0.0,MVTR,1.99309475360323,,10
36,200,0.0,MSLR,1.99313039999742,,10
36,200,0.0,MVNCR,1.99303458969841,,10
36,200,0.0,MVTCR,1.99312586618833,,10
36,200,0.0,MSLCR,1.99335396431615,,10
37,200,0.0,MVNR,2.0071556522864,,10
37,200,0.0,MVTR,2.00715117725697,,10
37,200,0.0,MSLR,2.00714735110267,,10
37,200,0.0,MVNCR,2.0071556522864,,10
37,200,0.0,MVTCR,2.00715117725697,,10
37,200,0.0,MSLCR,2.00714733742301,,10
38,200,0.0,MVNR,1.99195125316816,,10
38,200,0.0,MVTR,1.99195125407749,,10
38,200,0.0,MSLR,1.99195149228082,,10
38,200,0.0,MVNCR,1.99195125316816,,10
38,200,0.0,MVTCR,1.99195125980191,,10
38,200,0.0,MSLCR,1.99197542177721,,10
39,200,0.0,MVNR,1.96097603025458,,10
39,200,0.0,MVTR,1.96097824161158,,10
39,200,0.0,MSLR,1.96097891836535,,10
39,200,0.0,MVNCR,1.96097603025458,,10
39,200,0.0,MVTCR,1.96097824161583,,10
39,200,0.0,MSLCR,1.96102972007205,,10
40,200,0.0,MVNR,1.99879002865572,,10
40,200,0.0,MVTR,1.99884114551388,,10
40,200,0.0,MSLR,1.99883227407396,,10
40,200,0.0,MVNCR,1.99879002865572,,10
40,200,0.0,MVTCR,1.99884114551316,,10
40,200,0.0,MSLCR,1.99882968352692,,10
41,200,0.0,MVNR,2.1036327412188,,10
41,200,0.0,MVTR,2.10363344483331,,10
41,200,0.0,MSLR,2.10362877619713,,10
41,200,0.0,MVNCR,2.1036327412188,,10
41,200,0.0,MVTCR,2.103633444833,,10
41,200,0.0,MSLCR,2.10362407859457,,10
42,200,0.0,MVNR,2.00831385510086,,10
42,200,0.0,MVTR,2.00847282844877,,10
42,200,0.0,MSLR,2.00846239960186,,10
42,200,0.0,MVNCR,2.00831385510086,,10
42,200,0.0,MVTCR,2.00847282844874,,10
42,200,0.0,MSLCR,2.00842055547622,,10
43,200,0.0,MVNR,2.09966382657975,,10
43,200,0.0,MVTR,2.09971706740452,,10
43,200,0.0,MSLR,2.09971948970626,,10
43,200,0.0,MVNCR,2.09966382657975,,10
43,200,0.0,MVTCR,2.09971706740447,,10
43,200,0.0,MSLCR,2.09976831479492,,10
44,200,0.0,MVNR,2.00567570145864,,10
44,200,0.0,MVTR,2.00598089749707,,10
44,200,0.0,MSLR,2.00600602661833,,10
44,200,0.0,MVNCR,2.00567570145864,,10
44,200,0.0,MVTCR,2.00598089749907,,10
44,200,0.0,MSLCR,2.00596853092801,,10
45,200,0.0,MVNR,2.06171804917201,,10
45,200,0.0,MVTR,2.06165026684018,,10
45,200,0.0,MSLR,2.06166994977684,,10
45,200,0.0,MVNCR,2.06171804917201,,10
45,200,0.0,MVTCR,2.06165026684065,,10
45,200,0.0,MSLCR,2.0616766453334,,10
46,200,0.0,MVNR,2.13218559716586,,10
46,200,0.0,MVTR,2.13234808757479,,10
46,200,0.0,MSLR,2.13234884322769,,10
46,200,0.0,MVNCR,2.13218559716586,,10
46,200,0.0,MVTCR,2.13234808757586,,10
46,200,0.0,MSLCR,2.13224884215743,,10
47,200,0.0,MVNR,1.97607823585938,,10
47,200,0.0,MVTR,1.97605496698068,,10
47,200,0.0,MSLR,1.9760617289323,,10
47,200,0.0,MVNCR,1.97607823585938,,10
47,200,0.0,MVTCR,1.97605304798204,,10
47,200,0.0,MSLCR,1.97603819871086,,10
48,200,0.0,MVNR,2.07671161012145,,10
48,200,0.0,MVTR,2.07670659611577,,10
48,200,0.0,MSLR,2.0766947776681,,10
48,200,0.0,MVNCR,2.07671161012145,,10
48,200,0.0,MVTCR,2.07670659611579,,10
48,200,0.0,MSLCR,2.07669314085983,,10
49,200,0.0,MVNR,2.04060562122099,,10
49,200,0.0,MVTR,2.04093955874809,,10
49,200,0.0,MSLR,2.04089544081276,,10
49,200,0.0,MVNCR,2.04060562122099,,10
49,200,0.0,MVTCR,2.04093955874866,,10
49,200,0.0,MSLCR,2.04076606627859,,10
50,200,0.0,MVNR,2.03254619189484,,10
50,200,0.0,MVTR,2.0325294799364,,10
50,200,0.0,MSLR,2.03250110881717,,10
50,200,0.0,MVNCR,2.03254619189484,,10
50,200,0.0,MVTCR,2.03252947993693,,10
50,200,0.0,MSLCR,2.03254214775922,,10
51,200,0.0,MVNR,2.03986159529329,,10
51,200,0.0,MVTR,2.03985871635471,,10
51,200,0.0,MSLR,2.03976563930225,,10
51,200,0.0,MVNCR,2.03986159529329,,10
51,200,0.0,MVTCR,2.03985871635513,,10
51,200,0.0,MSLCR,2.03976427762081,,10
52,200,0.0,MVNR,1.83287510740702,,10
52,200,0.0,MVTR,1.83308448752459,,10
52,200,0.0,MSLR,1.83312689651918,,10
52,200,0.0,MVNCR,1.83287510740702,,10
52,200,0.0,MVTCR,1.83308448752313,,10
52,200,0.0,MSLCR,1.83305897507126,,10
53,200,0.0,MVNR,1.80190038404666,,10
53,200,0.0,MVTR,1.80221008880768,,10
53,200,0.0,MSLR,1.80218704566209,,10
53,200,0.0,MVNCR,1.80190038404666,,10
53,200,0.0,MVTCR,1.80221008880686,,10
53,200,0.0,MSLCR,1.80198026784671,,10
54,200,0.0,MVNR,2.00784540274945,,10
54,200,0.0,MVTR,2.00790819892122,,10
54,200,0.0,MSLR,2.00798035314836,,10
54,200,0.0,MVNCR,2.00784540274945,,10
54,200,0.0,MVTCR,2.00791870184859,,10
54,200,0.0,MSLCR,2.00810787802812,,10
55,200,0.0,MVNR,1.87274041305042,,10
55,200,0.0,MVTR,1.87295672944853,,10
55,200,0.0,MSLR,1.87293479358503,,10
55,200,0.0,MVNCR,1.87274041305042,,10
55,200,0.0,MVTCR,1.87295672944799,,10
55,200,0.0,MSLCR,1.87277443082839,,10
56,200,0.0,MVNR,2.0143982591813,,10
56,200,0.0,MVTR,2.01479715824203,,10
56,200,0.0,MSLR,2.01480013928229,,10
56,200,0.0,MVNCR,2.0143982591813,,10
56,200,0.0,MVTCR,2.01479715826298,,10
56,200,0.0,MSLCR,2.01466575714218,,10
57,200,0.0,MVNR,1.87899735449115,,10
57,200,0.0,MVTR,1.87907823687456,,10
57,200,0.0,MSLR,1.87904460236129,,10
57,200,0.0,MVNCR,1.87899735449115,,10
57,200,0.0,MVTCR,1.87907823687483,,10
57,200,0.0,MSLCR,1.87900762287855,,10
58,200,0.0,MVNR,1.90740096501265,,10
58,200,0.0,MVTR,1.90731438343482,,10
58,200,0.0,MSLR,1.90734066206858,,10
58,200,0.0,MVNCR,1.90740096501265,,10
58,200,0.0,MVTCR,1.90731438343498,,10
58,200,0.0,MSLCR,1.90735607814257,,10
59,200,0.0,MVNR,1.80000797027817,,10
59,200,0.0,MVTR,1.80004412272975,,10
59,200,0.0,MSLR,1.8000361870804,,10
59,200,0.0,MVNCR,1.80000797027817,,10
59,200,0.0,MVTCR,1.80004412272979,,10
59,200,0.0,MSLCR,1.80001590723139,,10
60,200,0.0,MVNR,1.71887547200119,,10
60,200,0.0,MVTR,1.71886917514282,,10
60,200,0.0,MSLR,1.71888208863203,,10
60,200,0.0,MVNCR,1.71887547200119,,10
60,200,0.0,MVTCR,1.71886917514282,,10
60,200,0.0,MSLCR,1.71887324541055,,10
61,200,0.0,MVNR,1.94983686385448,,10
61,200,0.0,MVTR,1.94986969046314,,10
61,200,0.0,MSLR,1.94987013634736,,10
61,200,0.0,MVNCR,1.94983686385448,,10
61,200,0.0,MVTCR,1.94986969046288,,10
61,200,0.0,MSLCR,1.94986828825737,,10
62,200,0.0,MVNR,1.86969436383227,,10
62,200,0.0,MVTR,1.8696836826759,,10
62,200,0.0,MSLR,1.86968092482673,,10
62,200,0.0,MVNCR,1.86969436383227,,10
62,200,0.0,MVTCR,1.86968407039656,,10
62,200,0.0,MSLCR,1.86967028240345,,10
63,200,0.0,MVNR,1.87131105490458,,10
63,200,0.0,MVTR,1.8713072576846,,10
63,200,0.0,MSLR,1.87128563068559,,10
63,200,0.0,MVNCR,1.87131105490458,,10
63,200,0.0,MVTCR,1.87130725768454,,10
63,200,0.0,MSLCR,1.87128831751825,,10
64,200,0.0,MVNR,1.90740382019222,,10
64,200,0.0,MVTR,1.90740377896632,,10
64,200,0.0,MSLR,1.90740399224036,,10
64,200,0.0,MVNCR,1.90740382019222,,10
64,200,0.0,MVTCR,1.90740376806384,,10
64,200,0.0,MSLCR,1.90742853743939,,10
65,200,0.0,MVNR,2.00300414654485,,10
65,200,0.0,MVTR,2.00291021267456,,10
65,200,0.0,MSLR,2.00295306445108,,10
65,200,0.0,MVNCR,2.00300414654485,,10
65,200,0.0,MVTCR,2.00292695911854,,10
65,200,0.0,MSLCR,2.00282888249064,,10
66,200,0.0,MVNR,1.92939193085111,,10
66,200,0.0,MVTR,1.92946368383818,,10
66,200,0.0,MSLR,1.92951185914547,,10
66,200,0.0,MVNCR,1.92939193085111,,10
