Rep,N,Crate,Model,Squared_Error1,Squared_Error2,Squared_Error3,Squared_Error4,Squared_Error5,Squared_Error6,Squared_Error7,Squared_Error8,Squared_Error9,Squared_Error10,Squared_Error11,Squared_Error12,Squared_Error13,Squared_Error14,Squared_Error15,Squared_Error16,Squared_Error17,Squared_Error18,Squared_Error19,MSE,nu
4,25,0.0,MSLCR,0.0394904668354318,0.314354299741106,0.0216227780384531,0.607124012666282,0.0052427346183,0.514525542367096,0.0165985574326091,0.0978357131235461,0.862974496646048,0.0900991661318389,0.404171226063021,0.291889943498343,0.208494715915885,0.237232445830698,0.0230215696173813,0.0093508677944507,0.0352041320837423,0.0372830467960419,0.233483566757728,0.21202865084446,4
5,25,0.0,MVNR,0.0364506125274957,0.0172188843273564,0.000773823276075,0.10528740554084,0.228110681632654,8.57356329695437,0.417685095985076,0.0277834055688932,37.0789588235196,0.0050297277114145,0.161500474678602,0.0580977851344302,0.981819721483451,0.058027643787581,0.0116409089776348,0.0831385393817575,0.0641582781850983,0.532242304612779,0.0,2.69119374518251,4
5,25,0.0,MVTR,0.049134269808278,0.0004003596778933,0.0175732656817153,4.6623727350022e-05,0.332793848123,4.41881664747173,0.0122919929253092,0.0309600770630755,13.3839074353082,0.0181715566387863,0.127137037904809,0.198724389726547,0.301806052213004,0.0204024937657666,0.163051245485976,0.177831462147269,0.188334067113755,0.43713336175701,19.5490397689454,1.1043620103633,4
5,25,0.0,MSLR,0.0573312728067545,0.0015084838265324,0.0209577551902726,0.121275200750883,0.0924012432839549,0.6153969740821,0.0045718716256522,0.0439765741512914,2.49141728039144,0.0446105329038786,0.0183862363959055,0.0614741023967235,0.100890037811263,0.0436998693576511,0.0212961298331439,0.0445679497158281,0.0387650294160336,0.0084304633312546,0.112609323492635,0.212830944848365,4
5,25,0.0,MVNCR,0.036450612527495,0.0172188843273499,0.0007738232760756,0.10528740554084,0.228110681632655,8.57356329695434,0.417685095985076,0.0277834055688931,37.0789588235197,0.0050297277114145,0.1615004746786,0.0580977851344312,0.981819721483452,0.0580276437875809,0.011640908977635,0.0831385393817572,0.0641582781850982,0.532242304612778,0.0,2.69119374518251,4
5,25,0.0,MVTCR,0.0491342698146448,0.0004003596790027,0.0175732656888226,4.66237289823817e-05,0.332793848155866,4.41881664605488,0.0122919928870046,0.0309600770718866,13.3839074301053,0.0181715566405274,0.127137037896519,0.198724389760577,0.301806052056674,0.0204024937492686,0.163051245605674,0.177831462186928,0.188334067183616,0.437133361761435,19.5490396721814,1.10436201000154,4
5,25,0.0,MSLCR,0.059077476060742,0.0016175951402133,0.0217522873874508,0.149241593987095,0.0786807638856667,0.408330327076064,0.0089620846591529,0.0491164488483667,1.91809780313926,0.0473012105143765,0.0127043326554185,0.0520195556457598,0.154849178503202,0.042882318901223,0.021458623146827,0.0393111026754921,0.0353953755001107,0.0027893107131402,0.566601295266642,0.172421521579976,4
6,25,0.0,MVNR,0.0305705105360019,0.842277915891859,0.187126121510238,2.67762464958281,0.0632462161809321,0.859985789496507,2.23236581217754,1.15598144023627,3.0005263256393,0.391922767625603,5.07202832121324,8.11261881558958,16.7518137153683,1.06684794403453,0.030224220688531,0.916864896418585,3.46251116215186,0.930906933645284,0.0,2.65474686433261,4
6,25,0.0,MVTR,0.0415669958344554,0.530418404522566,0.110318131051262,2.04672031944702,0.0620811790532719,0.552325314419463,1.54283656281594,1.0744314428647,1.00095830145353,0.218120058717969,4.33580690133396,4.27081723602951,7.1375729187172,0.826172332483017,0.0238626438502594,0.361238705495928,1.77732336771554,0.512524978643542,87.2492855819184,1.4680608774694,4
6,25,0.0,MSLR,0.0382289875910424,0.552912468876796,0.119230859689948,0.64462009469325,0.0130708485132584,0.0025751265533793,0.650924641042094,0.483415623167762,0.0217930697710476,0.048162397652115,2.2387559698672,1.83822886620119,2.01188241427996,0.333561224028834,0.0024198071918042,0.103315434973783,0.771153663265825,0.0641550407015158,1.401381589274,0.552133696558934,4
