Rep,N,Crate,Model,run_sec,nu
21,25,0.0,MVNCR,0.0,4
21,25,0.0,MVTCR,0.0499999999999998,4
21,25,0.0,MSLCR,0.0099999999999997,4
22,25,0.0,MVNR,0.0,4
22,25,0.0,MVTR,0.0199999999999996,4
22,25,0.0,MSLR,0.0300000000000002,4
22,25,0.0,MVNCR,0.0,4
22,25,0.0,MVTCR,0.0299999999999994,4
22,25,0.0,MSLCR,0.0100000000000007,4
23,25,0.0,MVNR,0.0,4
23,25,0.0,MVTR,0.0300000000000002,4
23,25,0.0,MSLR,0.0200000000000005,4
23,25,0.0,MVNCR,0.0,4
23,25,0.0,MVTCR,0.04,4
23,25,0.0,MSLCR,0.0199999999999996,4
24,25,0.0,MVNR,0.0,4
24,25,0.0,MVTR,0.0300000000000002,4
24,25,0.0,MSLR,0.0199999999999996,4
24,25,0.0,MVNCR,0.0,4
24,25,0.0,MVTCR,0.0499999999999998,4
24,25,0.0,MSLCR,0.0099999999999997,4
25,25,0.0,MVNR,0.0,4
25,25,0.0,MVTR,0.0200000000000005,4
25,25,0.0,MSLR,0.0099999999999997,4
25,25,0.0,MVNCR,0.0,4
25,25,0.0,MVTCR,0.0299999999999994,4
25,25,0.0,MSLCR,0.0199999999999996,4
26,25,0.0,MVNR,0.0,4
26,25,0.0,MVTR,0.0299999999999994,4
26,25,0.0,MSLR,0.0300000000000002,4
26,25,0.0,MVNCR,0.0,4
26,25,0.0,MVTCR,0.0599999999999996,4
26,25,0.0,MSLCR,0.0200000000000005,4
27,25,0.0,MVNR,0.0099999999999997,4
27,25,0.0,MVTR,0.0,4
27,25,0.0,MSLR,0.0,4
27,25,0.0,MVNCR,0.0,4
27,25,0.0,MVTCR,0.0300000000000002,4
27,25,0.0,MSLCR,0.04,4
28,25,0.0,MVNR,0.0,4
28,25,0.0,MVTR,0.0800000000000001,4
28,25,0.0,MSLR,0.0099999999999997,4
28,25,0.0,MVNCR,0.0,4
28,25,0.0,MVTCR,0.0300000000000002,4
28,25,0.0,MSLCR,0.0200000000000005,4
29,25,0.0,MVNR,0.0,4
29,25,0.0,MVTR,0.0099999999999997,4
29,25,0.0,MSLR,0.0199999999999996,4
29,25,0.0,MVNCR,0.0200000000000005,4
29,25,0.0,MVTCR,0.0199999999999996,4
29,25,0.0,MSLCR,0.0,4
30,25,0.0,MVNR,0.0,4
30,25,0.0,MVTR,0.0199999999999996,4
30,25,0.0,MSLR,0.0800000000000001,4
30,25,0.0,MVNCR,0.0200000000000005,4
30,25,0.0,MVTCR,0.0299999999999994,4
30,25,0.0,MSLCR,0.0099999999999997,4
31,25,0.0,MVNR,0.0,4
31,25,0.0,MVTR,0.0199999999999996,4
31,25,0.0,MSLR,0.0100000000000007,4
31,25,0.0,MVNCR,0.0,4
31,25,0.0,MVTCR,0.04,4
31,25,0.0,MSLCR,0.0099999999999997,4
32,25,0.0,MVNR,0.0,4
32,25,0.0,MVTR,0.0200000000000005,4
32,25,0.0,MSLR,0.0299999999999994,4
32,25,0.0,MVNCR,0.0,4
32,25,0.0,MVTCR,0.0300000000000002,4
32,25,0.0,MSLCR,0.0,4
33,25,0.0,MVNR,0.0099999999999997,4
33,25,0.0,MVTR,0.0199999999999996,4
33,25,0.0,MSLR,0.0499999999999998,4
33,25,0.0,MVNCR,0.0,4
33,25,0.0,MVTCR,0.04,4
33,25,0.0,MSLCR,0.0,4
34,25,0.0,MVNR,0.0,4
34,25,0.0,MVTR,0.0199999999999996,4
34,25,0.0,MSLR,0.0200000000000005,4
34,25,0.0,MVNCR,0.0199999999999996,4
34,25,0.0,MVTCR,0.0099999999999997,4
34,25,0.0,MSLCR,0.0100000000000007,4
35,25,0.0,MVNR,0.0,4
35,25,0.0,MVTR,0.0,4
35,25,0.0,MSLR,0.0200000000000005,4
35,25,0.0,MVNCR,0.0200000000000005,4
35,25,0.0,MVTCR,0.0199999999999996,4
35,25,0.0,MSLCR,0.0099999999999997,4
36,25,0.0,MVNR,0.0,4
36,25,0.0,MVTR,0.0299999999999994,4
36,25,0.0,MSLR,0.0300000000000002,4
36,25,0.0,MVNCR,0.0100000000000007,4
36,25,0.0,MVTCR,0.0499999999999998,4
36,25,0.0,MSLCR,0.0,4
37,25,0.0,MVNR,0.0,4
37,25,0.0,MVTR,0.0100000000000007,4
37,25,0.0,MSLR,0.0199999999999996,4
37,25,0.0,MVNCR,0.0,4
37,25,0.0,MVTCR,0.0300000000000002,4
37,25,0.0,MSLCR,0.0199999999999996,4
38,25,0.0,MVNR,0.0,4
38,25,0.0,MVTR,0.0199999999999996,4
38,25,0.0,MSLR,0.0200000000000005,4
38,25,0.0,MVNCR,0.0200000000000005,4
38,25,0.0,MVTCR,0.0099999999999997,4
38,25,0.0,MSLCR,0.0099999999999997,4
39,25,0.0,MVNR,0.0,4
39,25,0.0,MVTR,0.0100000000000007,4
39,25,0.0,MSLR,0.0199999999999996,4
39,25,0.0,MVNCR,0.0,4
39,25,0.0,MVTCR,0.04,4
39,25,0.0,MSLCR,0.0299999999999994,4
40,25,0.0,MVNR,0.0100000000000007,4
40,25,0.0,MVTR,0.0,4
40,25,0.0,MSLR,0.0,4
40,25,0.0,MVNCR,0.0099999999999997,4
40,25,0.0,MVTCR,0.0200000000000005,4
40,25,0.0,MSLCR,0.0199999999999996,4
41,25,0.0,MVNR,0.0,4
41,25,0.0,MVTR,0.0200000000000005,4
41,25,0.0,MSLR,0.0099999999999997,4
